Type,ID,Name,Description,URL,Tags,Societies,Year,Standard Status,Technical Committee,Keywords,Priority
Standard,896.2a - 1994,"IEEE Standard for Futurebus+® — Physical Layer and Profile Specification: Errata, Corrections, and Clarifications",,http://standards.ieee.org/cgi-bin/status?Designation: 896.2a-1994,,C,,Withdrawn,MSC,"application , environment profiles, bus architecture, futurebus, live insertion, mulitprocessor, node management, physical layer              ",no
Standard,896.3 - 1993,IEEE Recommended Practice for Futurebus+®,,http://standards.ieee.org/cgi-bin/status?Designation: 896.3-1993,,C,,Withdrawn,MSC,"backplane bus, bus architecture, futurebus+, Shared memory systems, Multiprocessor systems              ",no
Standard,896.4 - 1993,IEEE Standard for Conformance Test Requirements for Futurebus+®,,http://standards.ieee.org/cgi-bin/status?Designation: 896.4-1993,,C,,Withdrawn,MSC,"AEP, block copy, interactive BICS, Implementation under test (IUT), BIXIT proforma, BICS proforma, Application environment profile  electric generators  power factor  stator bar  stator winding  tan delta""  ""         ",no
Standard,896.4a - 1995,"IEEE Standard for Conformance Test Requirements for Futurebus+® - Errata, Corrections and Clarifications","Correction and clarification of errors and ambiguities in the hardcopy publication of IEEE Std 896.4-1993 and its accompanying diskettes.  This effort will be limited to the scope of IEEE Std 896.4-1993, covering test requirements for clauses 3 through 9 of the ISO/IEC 10857:1994 and clauses 3 and 4 of IEEE Std 896.2-1991 and its errata supplement IEEE Std 896.2a-1993.",http://standards.ieee.org/cgi-bin/status?Designation: 896.4a-1995,,C,,Withdrawn,MSC,"appplication environment profile, AEP, BICS proforma, BIXIT proforma, block copy, implementation under test, IUT, interactive BICS              ",no
Standard,896.5 - 1993,"IEEE Standard for Futurebus+®, Profile M (Military)",,http://standards.ieee.org/cgi-bin/status?Designation: 896.5-1993,,C,,Withdrawn,MSC,"Software debug, Serial Bus, Open architecture, Node management, Multiprocessor systems, Military profiles, Live insertion, Futurebus+, Fault logging, Error logging, Bus architecture              ",no
Standard,896.5a - 1994,"IEEE Standard for Futurebus+®, Profile M (Military):  Errata, Corrections, and Clarifications",,http://standards.ieee.org/cgi-bin/status?Designation: 896.5a-1994,,C,,Withdrawn,MSC,"Software debug, Serial Bus, Open architecture, Node management, Multiprocessor systems, Military profiles, Live insertion, Futurebus+*, Fault logging, Error logging, Bus architecture              ",no
Standard,896.8,"PAR WITHDRAWN 3/17/94- Standard for Small Computer Expandibility Module for Futurebus+ Systems, Profile D (Desktop)",,http://standards.ieee.org/cgi-bin/status?Designation: 896.8,,C,,Withdrawn,MSC,              ,no
Standard,896.9 - 1994,IEEE Standard for Fault Tolerant Extensions to the Futurebus+® Architecture,,http://standards.ieee.org/cgi-bin/status?Designation: 896.9-1994,,C,,Withdrawn,MSC,"bus architecture, computers, data transmission, fault tolerance, Futurebus+, Multiprocessor systems  missile  spacecraft  ...] applications. The rate gyro shall be capable of providing [(dc  ac) voltage outputs proportional to regular rat""  ""          ",no
Standard,896.10 - 1997,Standard for Futurebus+® Spaceborne Systems - Profile S,"Profile S of the IEEE 896.X series will address the subset of 896.1 to be adopted as well as electrical, mechanical packaging, environmental, and other considerations Current backplane protocol standards do not address the unique requirements associated with spaceborne processing systems.  This standard will establish and specify the requirements (bus, mechanical and electrical) to support implementation of spaceborne Futurebus+ based processing systems.required for spaceflight.  This profile will leverage heavily the work ongoing in the 896.5 Military Profile, the 896.9 Fault Tolerance Working Group, and the 896.8 Desktop Profile.",http://standards.ieee.org/cgi-bin/status?Designation: 896.10-1997,,C,,Withdrawn,MSC,"bus architecture, futurebus +, spaceborne computers, spaceborne modules, spaceborne systems              ",no
Standard,942,Digital Semiconductor/Program Language,,http://standards.ieee.org/cgi-bin/status?Designation: 942,,C,,Withdrawn,TT,"digital, semiconductor, program, language              ",no
Standard,949 - 1985,IEEE Trial-Use Standard for Media-Independent Information Transfer,,http://standards.ieee.org/cgi-bin/status?Designation: 949-1985,,C,,Withdrawn,MSC,"media, independent, information, transfer              ",no
Standard,959 - 1988,IEEE Standard Specifications for an I/O Expansion Bus: SBX Bus,,http://standards.ieee.org/cgi-bin/status?Designation: 959-1988,,C,,Withdrawn,MSC,"i/o, extension, bus, sbx              ",no
Standard,961 - 1987,IEEE Standard for an 8-Bit Microcomputer Bus System: STD Bus,,http://standards.ieee.org/cgi-bin/status?Designation: 961-1987,,C,,Withdrawn,MSC,"eight, bit, bus, system, std bus, Multimicroprocessing, Microcomputer interfaces, Data buses              ",no
Standard,982.2 - 1988,IEEE Guide for the Use of IEEE Standard Dictionary of Measures to Produce Reliable Software,,http://standards.ieee.org/cgi-bin/status?Designation: 982.2-1988,,C,,Withdrawn,S2ESC,"dictionary, measures, produce, reliable, Software metrics, Software development management              ",no
Standard,983 - 1986,IEEE Guide for Software Quality Assurance Planning,,http://standards.ieee.org/cgi-bin/status?Designation: 983-1986,,C,,Withdrawn,S2ESC,"software, quality, assurance, planning              ",no
Standard,990 - 1987,IEEE Recommended Practice for Ada As a Program Design Language,,http://standards.ieee.org/cgi-bin/status?Designation: 990-1987,,C,,Withdrawn,S2ESC,"ADA, program, design, language              ",no
Standard,997 - 1985,IEEE Standard Serial ASCII Instrumentation Loop (SAIL) Shipboard Data Communication,,http://standards.ieee.org/cgi-bin/status?Designation: 997-1985,,C,,Withdrawn,OET,              ,no
Standard,1000 - 1987,IEEE Standard for an 8-Bit Backplane Interface: STEbus,,http://standards.ieee.org/cgi-bin/status?Designation: 1000-1987,,C,,Withdrawn,MSC,"ste, bus, Multimicroprocessing, Microcomputer interfaces, Data buses  nuclear power station design  nuclear safety""  ""            ",no
Standard,1002 - 1987,IEEE Standard Taxonomy for Software Engineering Standards,,http://standards.ieee.org/cgi-bin/status?Designation: 1002-1987,,C,,Withdrawn,S2ESC,"taxonomy, software, engineering              ",no
Standard,1003.0 - 1995,Guide to the POSIX® Open System Environment (OSE),,http://standards.ieee.org/cgi-bin/status?Designation: 1003.0-1995,,C,,Withdrawn,PA,"POSIX, architecture, open, LAN, networks, open system environment, profiles, OSE, application portability, application interoperability              ",no
Standard,1003.3 - 1991,IEEE Standard for Information Technology—Test Methods for Measuring Conformance to POSIX®,,http://standards.ieee.org/cgi-bin/status?Designation: 1003.3-1991,,C,,Withdrawn,PA,"measuring, test, methods, assertion, base assertion, assertion test, extended assertion, test method, test result code, POSIX Conformance Test Suite, POSIX Conformance Test Procedure, POSIX Conformance Document, Conditional feature              ",no
Standard,1003.9 - 1992,IEEE Standard for InformationTechnology - POSIX® FORTRAN 77 Language Interfaces - Part 1: Binding for System Application Program Interface (API),"To provide an ISO FORTAN language binding to ISO 9945-1:1990 (IEEE Std. 1003.1-1990), using the common subset between FORTRAN 77 and Fortran 90, plus the use of longer (Fortran 90) identifier names.",http://standards.ieee.org/cgi-bin/status?Designation: 1003.9-1992,,C,,Withdrawn,PA,"interfaces, POSIX, System interfaces, FORTRAN 77, Application portability, interoperability              ",no
Standard,1003.10 - 1995,IEEE Standard for Information Technology POSIX®-Based Supercomputing Application Environment Profile,,http://standards.ieee.org/cgi-bin/status?Designation: 1003.10-1995,,C,,Withdrawn,PA,"AEP, application portability, batch, portable application, profile, queue, resource, supercomputer, supercomputing, user portability              ",no
Standard,1003.11,POSIX based Transaction Processing Applications Environment Profile,,http://standards.ieee.org/cgi-bin/status?Designation: 1003.11,,C,,Withdrawn,OS,              ,no
Standard,1003.23 - 1998,IEEE Guide for Developing User Open System Environment (OSE) Profiles,"To describe a process for developing user Open Environment (OSE) profiles, as opposed to standardized profiles.  The guide shall include a framework for documenting user requirements, related information technology services, a transition plan, conformance testing and consideration planning considerations, and examples of user organization OSE profiles.",http://standards.ieee.org/cgi-bin/status?Designation: 1003.23-1998,,C,,Withdrawn,PA,application portability              ,no
Standard,1014.1 - 1994,IEEE Standard for a Futurebus+®/VME64 Bridge,,http://standards.ieee.org/cgi-bin/status?Designation: 1014.1-1994,,C,,Withdrawn,MSC,"Bus Bridge, Futurebus+, VMEbus, VME64              ",no
Standard,1016.1 - 1993,IEEE Guide to Software Design Descriptions,,http://standards.ieee.org/cgi-bin/status?Designation: 1016.1-1993,,C,,Withdrawn,S2ESC,"Software design process, Design view, Design method, Design entity              ",no
Standard,1029.1 - 1998,IEEE Standard For VHDL Waveform and Vector Exchange (Waves) to Support Design and Test Verification,The scope of the project will be to bring WAVES into alignment with the VHDL 1076-1993 standard.  The additional task of improving the WAVES language interface between WAVES and VHDL will be addressed.,http://standards.ieee.org/cgi-bin/status?Designation: 1029.1-1998,,C,,Withdrawn,DA,CAD              ,no
Standard,1042 - 1987,IEEE Guide to Software Configuration Management,,http://standards.ieee.org/cgi-bin/status?Designation: 1042-1987,,C,,Withdrawn,S2ESC,"configuration, Software safety, Software maintenance, Software development management              ",no
Standard,1044.1 - 1995,IEEE Guide to Classification for Software Anomalies,,http://standards.ieee.org/cgi-bin/status?Designation: 1044.1-1995,,C,,Withdrawn,S2ESC,"anomaly, category, classification, software, supporting data item, anomalies  cascaded failure  common-cause failure  design basis event  detectable failure  effects analysis  safety system  single-failure criterion  system actuation  system logic""  ""     ",no
Standard,1045 - 1992,IEEE Standard for Software Productivity Metrics,,http://standards.ieee.org/cgi-bin/status?Designation: 1045-1992,,C,,Withdrawn,S2ESC,"attribute, primitive, source, staff-hour, statement, Source statement, Productivity ratio              ",no
Standard,1058.2,Guide for Software Project Management Plans,,http://standards.ieee.org/cgi-bin/status?Designation: 1058.2,,C,,Withdrawn,S2ESC,"software, project, management, plans              ",no
Standard,1059 - 1993,IEEE Guide for Software Verification and Validation Plans,,http://standards.ieee.org/cgi-bin/status?Designation: 1059-1993,,C,,Withdrawn,S2ESC,"software, verification, validation, V & V tasks, Master schedule, Life cycle phases, Baseline change assessment              ",no
Standard,1074.1 - 1995,IEEE Guide for Developing Software Life Cycle Processes,,http://standards.ieee.org/cgi-bin/status?Designation: 1074.1-1995,,C,,Withdrawn,S2ESC,"software life cycle, processes, cycle model, activities, mapping, developing software              ",no
Standard,1076.4 - 2000,IEEE Standard VITAL ASIC (Application Specific Integrated Circuit) Modeling Specification,"To provide a standard method of modeling ASICs in VHDL.  This method is aimed at providing efficient, accurate, and tool independent simulation suitable for large chip-level designs typical of those which are based on ASICs.",http://standards.ieee.org/cgi-bin/status?Designation: 1076.4-2000,,C,,Withdrawn,DA,ASIC              ,no
